variable,coef_log,IRR,bootstrap_SE,z,p_value,CI_low,CI_high
year_c,-0.11713529627273424,0.8894648437440943,0.007506355607303963,-15.604815758895999,0.0,0.8768543382545995,0.9020738551926208
is_open_access,0.2720484267613834,1.312650567187748,0.41014030961351483,0.6633057526526501,0.5071347530009573,0.7372778693506695,3.476958296795383
has_digital,0.17560464513074922,1.191966715637919,0.10707511383328025,1.6400136207575915,0.10100233492208188,0.9693114231488188,1.4738188202847993
has_social,0.8471606813286288,2.333013270816765,0.43277742045078454,1.957497413904402,0.05028901553721954,0.9901271645095356,4.643041956951191
