variable,coef_log,IRR,bootstrap_SE,z,p_value,CI_low,CI_high
intercept,2.8029038076575667,16.492468260918155,0.35391245419260065,7.919765960347399,2.4424906541753444e-15,7.267455421256493,27.188271846822182
year_c,-0.2120503309067167,0.808923982664387,0.010268745313088438,-20.65007208197476,0.0,0.793518193993726,0.8267073460957376
is_open_access,0.4746556505199495,1.6074605739584222,0.352853491336689,1.3451918775745888,0.17856327855709186,0.9910049096032387,3.7470893338692823
has_digital,0.30338599361564444,1.3544371676552533,0.08700653388935174,3.4869334526240015,0.0004885929176414727,1.1505541700274216,1.5911699688241605
has_social,0.4851690928570527,1.6244496684576633,0.17804225330620882,2.7250222003348097,0.0064297163597693,1.1013505131801833,2.1534717998103337
